context,,
262,%s is not a valid start date,
263,%s is not an authorized value for this field,
264,%s Number of non processed third-parties: %d,
265,%s new item(s) with price lists,
266,%s new item(s) without price lists,
267,%s new BOM component(s) without price lists,
268,%s remaining numbers,
269,%s document(s) attached,
270,%s loyalty points earned,
271,%s loyalty points available,
272,%s loans with an expired return date,
273,"%s price(s) ""all stores"" calculated",
274,%s price(s) calculated for %s store(s),
275,%s consolidation(s) created and %s updated,
276,%s consolidation(s) and %s store(s) loaded,
277,%s consolidation(s) obsolete and linked price lists deleted,
278,%s reimbursed with the card used to pay the sales receipt no. %d from register %s,
279,%s customer reservations,
280,%s seconds of research and %s of cache use,
281,%s standard(s) CEGID has (have) been newly referenced,
282,%s receipts are still available,
283,%s Processe(s) carried out: %d,
284,%s connected users,
285,%s accounting breakdowns par warehouse have been updated,
286,%s Do you want to open this customer record,
287,%s Do you want to retry,
288,%s: has no Dialog Editor,
289,%sThis situation is authorized only at the first run of the dashboard,
290,%sStore processing %s,
291,%sPlease change your layout,
292,( 0 = no purge ),
293,(Caution: Uppercase enabled),
294,(%s elements selected),
295,(-) Customer preparation,
296,(-) ORLI preparation,
297,(-) Special output draft quantity,
298,(-) Transfer draft quantity,
299,(-) Supplier return draft quantity,
300,(-) Special output draft quantity,
301,(-) Transfer draft quantity,
302,(-) Reservation request quantity,
303,(-) Transfer request - qty sent,
304,(-) Qty available for customer,
305,(-) Web basket qty,
306,(-) Delivery preparation qty,
307,(-) Orli preparation qty,
308,(-) Customer reserved qty,
309,(-) User-defined qty 1,
310,(-) User-defined qty 2,
311,(-) User-defined qty 4,
312,(-) User-defined qty 5,
313,(-) Customer reserved,
314,(+) ORLI preparation,
315,(+) Delivery notice qty,
316,(+) Transfer notice qty,
317,(+) Special input draft quantity,
318,(+) Special input draft quantity,
319,(+) Supplier ordered qty,
320,(+) Transfer request - qty received,
321,(+) Orli preparation qty,
322,(+) Purchase proposal qty,
323,(+) User-defined qty 1,
324,(+) User-defined qty 2,
325,(+) User-defined qty 4,
326,(+) User-defined qty 5,
327,(+) Supplier reserved,
328,(1 element selected),
329,(1) Error in data export,
330,(2) Error in data export,
331,(to be entered in format 1 Euro = xx.xxxxxx,
332,(Enter in the format : 1 euro = xx.xxxxxx),
333,"(BC, code or description)",
334,"(""Euro Zone"" currency)",
335,(from the less attractive to the most attractive),
336,(takeaway),
337,(%s time(s) remaining),
338,(generation),
339,(local time),
340,(increment),
341,(days),
342,(generic link),
343,(max),
344,(max. %0:s %1:s),
345,(max. 999 999 ),
346,(max. 999 999 points ),
347,(min),
348,(minutes],
349,(mm),
350,(model),
351,(multiple of,
352,(O is the default value),
353,(No element selected),
354,(For purchase flows),
355,(for qty of,
356,(forecast.),
357,(SP - PP) / PP,
358,(SP - PP) / SP,
359,(SP - CP) / CP,
360,(SP - CP) / SP,
361,(real.),
362,(Selected series),
363,(Sum of sales for week 1 * weighting coefficient),
364,(title),
365,(all selectable items via the multiple criteria of the item restrictions),
366,(one or more characters are incorrect),
367,"(Visa from the French customs, from the destination country",
368,*: contribution coefficient to the amount per salesperson,
369,*: number of receipts in which salespeople have participated,
370,* Card without loyalty line,
371,* Cards with duplicate card numbers for different third-parties,
372,* Closed cards with same number as open card,
373,* Cards w/ fictitious third-party,
374,* Customers with several active cards,
375,", (Comma)",
376,", on Sunday",
377,", on Thursday",
378,", on Monday",
379,", on Tuesday",
380,", on Wednesday",
381,", on Saturday",
382,", on Friday",
383,. (Point),
384,. Process is interrupting,
385,... sorted in alphabetical order,
386,... including the SQL tab,
387,... see also translated requests,
388,.Next In Store HR Optimisation (stand-alone),
389,.Next In Store HR Optimisation Cegid Business Report (stand-alone),
390,.Next In Store HR Optimisation Imports / Exports (stand-alone),
391,/ Region,
392,: 0 Message on,
393,: is not a correct date,
394,: new attempt,
395,: switch to standalone mode,
396,[ CBS ] - Item not managed in stock. Field GL_TENUESTOCK cannot change in value,
397,[ CBS ] - Item supports batch numbers. Field GL_TENUESTOCK cannot change in value,
398,[ CBS ] - Item supports serial numbers. Field GL_TENUESTOCK cannot change in value,
399,[ CBS ] - The amount of the discount exceeds the amount of the line => A discount of 100% is granted automatically,
400,[ CBS ] - The mark-down reason does not exist => it has been erased,
401,[ CBS ] - The discount percentage exceeds 100% => A discount of 100% is granted automatically,
402,[character],
403,&&[Date & Time],
404,[integer],
405,[picture],
406,[logic],
407,[No] displays the complete setup in the folder language,
408,[yes] displays only the translated values%s,
409,[actual],
410,+ (Sum of sales for week 2 * weighting coefficient),
411,+ (Sum of sales for week N * weighting coefficient),
412,< new link >,
413,< No format >,
414,< Previous,
415,< w/o >,
416,<< None>>,
417,<<none>>,
418,<< No special condition >>,
419,<< this language does not exist in the dictionary >>,
420,<< Same as sent transfer >>,
421,<< My Filter >>,
422,<<Document type >>,
423,<<not used>>,
424,<< New task >>,
425,<< Select a calculation basis >>,
426,<< All >>,
427,<<none>>,
428,<<None>> by default,
429,<<No special condition>>,
430,<<none>>,
431,<<default>>,
432,<<unknown>>,
433,<<unknown>>,
434,<<Do not manage>>,
435,<<Not defined>>,
436,<<Not specified>>,
437,<<Not used>>,
438,<<By default>>,
439,<<No recovery>>,
440,<<RFID deactivated>>,
441,<<without>>,
442,<<all>>,
443,<<all>>,
444,<<none>>,
445,<none>,
446,<start>,
447,<ENTER> to confirm,
448,<end>,
449,<By default>,
450,<all>,
451,<empty>,
452,> Distribution per program,
453,0 (zero) if no control,
454,0 = No refresh,
455,0 element(s),
456,0 Message on,
457,0 for no limit,
458,1 item matches your criteria,
459,1 stop bit,
460,Choose 1 gift among %s items,
461,1 column,
462,1 duplicate found,
463,1 record has been modified,
464,1 hour,
465,1 day,
466,1 month,
467,1 week,
468,1 - Table DOCUMENT,
469,1 pending receipt found,
470,1) Transfer customs codes to multi-barcodes,
471,1.5 stop bits,
472,1/2 day,
473,1st quadrimester,
474,1st fortnight,
475,1st quarter,
476,10th of the month,
477,10 hours,
478,10 minutes,
479,11 hours,
480,15th of the month,
481,15 days,
482,15 minutes,
483,16k colors or more provide a better result,
484,1st axis of quota system,
485,1st account,
486,1st day of validity within the month,
487,1st printed label,
488,1st tax category by default if creation,
489,1st address line,
490,1st period,
491,2 stop bits,
492,2 columns,
493,"2 columns (1/3, 2/3)",
494,"2 columns (2/3, 1/3)",
495,2 dimensions,
496,2 hours,
497,2 days,
498,2 months,
499,2 pages on 1,
500,2 among 5 with checks,
501,2 among 5 interlaced,
502,2 weeks,
503,2 - Table LINE,
504,2) The modification date of items will not be updated,
505,2nd quadrimester,
506,2nd fortnight,
507,2nd quarter,
508,20th of the month,
509,25th of the month,
510,2nd axis of quota system,
511,2nd account,
512,2nd address line,
513,2nd name,
514,2nd pad,
515,Middle name,
516,2nd company name,
517,2nd period,
518,3 columns,
519,3 Dimensions,
520,3 hours,
521,3 days,
522,3 months,
523,3rd quadrimester,
524,3rd quarter,
525,30 minutes,
526,3rd account,
527,3rd address line,
528,3rd period,
529,4 hours,
530,4 days,
531,4 months,
532,4th quarter,
533,4th period,
534,5 bits of data,
535,5th of the month,
536,5 hours,
537,5 minutes,
538,5 months,
539,5th period,
540,6 bits of data,
541,6 digits,
542,6 hours,
543,6 months,
544,6th period,
545,7 bits of data,
546,7 alphanumerical characters,
547,7 hours,
548,7th period,
549,8 bits of data,
550,8 alphanumerical characters,
551,8 hours,
552,9 hours,
553,to,
554,To (internal),
555,To fill in,
556,To supply to Headquarters,
557,Each time,
558,Check if automatic start,
559,Check if the discount percentage applies to the receipt amount which is over threshold,
560,To order,
561,To be accounted as a value added tax,
562,To consider in the calculation of sales indicators (average basket),
563,To contribute,
564,Copy to inventory,
565,"By default, the accounts defined in the document type (debit:%0:s and credit:%1:s) will be used",
566,"By default, the accounts defined in the company settings (debit:%0:s and credit:%1:s) will be used",
567,has incorrect limits,
568,On the right,
569,"On the right, towards the bottom",
570,To send,
571,To send to the supplier,
572,has been added,
573,has been carried out,
574,has been successfully carried out in the directory,
575,has been successfully carried out to the file,
576,has been closed for customer,
577,has occurred while executing the query,
578,has been deleted from the item database,
579,On the left,
580,At the store,
581,On order,
582,the condition on activity,
583,the condition on criteria,
584,At card creation,
585,On request,
586,On request,
587,By dimension,
588,Per day,
589,at fortnight,
590,At phase receipt,
591,Weekly,
592,weekly,
593,To start,
594,For the attention of,
595,"After daily closing, do you wish to go ahead with the following actions",
596,"After daily opening, do you wish to go ahead with the following actions",
597,"After having controlled the cashbox, do you want to proceed with the following actions",
598,To deliver,
599,To deliver by the store,
600,At the opening,
601,one of these two conditions,
602,To update,
603,To transfer to the safe,
604,From,
605,from,
606,From ... (document type),
607,From the session,
608,From the store,
609,From,
610,From the total,
611,From the warehouse,
612,From amount,
613,From the receipt amount,
614,From the number of visits,
615,From profile,
616,From an inventory closing,
617,To withdraw,
618,About,
619,About,
620,About TeeChart,
621,To qualify,
622,To recalculate,
623,To take delivery,
624,To reimburse,
625,TO CARRY FORWARD,
626,To withdraw,
627,Continued,
628,At maturity date,
629,To translate,
630,To process,
631,For one color,
632,To a third-party,
633,To confirm,
634,A) Sales,
635,A1/Directions and sub-directions,
636,abort,
637,Abort request,
638,Abandon deposit payment line,
639,Abort document,
640,Aborted by user,
641,Abort receipt,
642,Inventory abortion,
643,Abortion of,
644,Abandoned by customer,
645,Abort processing,
646,abandoned,
647,aborted,
648,abort,
649,Abort weighing,
650,Abort document,
651,Abort to enter card information manually,
652,abortions,
653,short name,
654,Table abbreviations created in another language,
655,Abbreviation for mask type,
656,Abbreviation for discount type,
657,Abbreviation user-def. table 1,
658,Abbreviation user-def. table 10,
659,Abbreviation user-def. table 11,
660,Abbreviation user-def. table 12,
661,Abbreviation user-def. table 13,
662,Abbreviation user-def. table 14,
663,Abbreviation user-def. table 15,
664,Abbreviation user-def. table 2,
665,Abbreviation user-def. table 3,
666,Abbreviation user-def. table 4,
667,Abbreviation user-def. table 5,
668,Abbreviation user-def. table 6,
669,Abbreviation user-def. table 7,
670,Abbreviation user-def. table 8,
671,Abbreviation user-def. table 9,
672,Short names for stores,
673,Postal abbreviations,
674,absence,
675,Discountable items are missing; the gift certificate of type Discount cannot be applied,
676,Absences in hours for the week,
677,Absences in hours for the week::,
678,Absences in days for the week,
679,Absences in days for the week::,
680,Missing after Insert,
681,Not in dictionary,
682,Access file,
683,Access linked file,
684,Access the item group,
685,Access to the application menu,
686,Access the Users portal,
687,Access to extra criteria,
688,Access to item criteria,
689,Access to customer criteria,
690,Access to criteria on warehouses,
691,Access the page settings,
692,Access the portal settings,
693,Access the manager reports,
694,Access to user-defined item tables,
695,Access to management currency exchange rates,
696,Access to currency rates of all stock exchanges,
697,Access to currency exchange rates for cash inflows,
698,Input accelerator,
699,Customer agreement on quotation,
700,Supplier agreement on quotation,
701,accepted,
702,Accept closed item,
703,Accepts the cancelation with a debit card,
704,Accepts a partial authorization,
705,accepted,
706,Accepted for,
707,accept,
708,Accept previous payment for transaction in progress,
709,Accept closed items,
710,Accept increased prices against prices of the list,
711,Accept promotional prices of the current store,
712,Accept remainders,
713,Accept remainders by line,
714,Accept price list,
715,Accept a quotation partially,
716,Accept return of a tax refunded item,
717,Accept a discrepancy in register control,
718,Do you accept this offer,
719,Are you accepting the payment anyway,
720,access,
721,Access to Inventory Tracking,
722,Dimensions can be viewed only for generic items,
723,Access to schedule,
724,Access to last item,
725,Access to the reference mode,
726,Access to first item,
727,Access authorized,
728,Access to contacts by mail services,
729,Access to sales representatives' contracts,
730,Access to user preferences,
731,Remote Access,
732,Access not possible. You have to save your changes first.,
733,No access,
734,Access modified,
735,Access to task Scheduler,
736,Access denied,
737,Accessible via activity input,
738,Accessible via activity input,
739,Read-only access,
740,Read-write access,
741,Customer's agreement on quotation,
742,home,
743,Acknowledgement of receipt,
744,Automatic acknowledgement of document delivery,
745,Automatic acknowledgment of document delivery,
746,Automatic acknowledgement of document delivery,
747,purchase,
748,Purchasing & Sourcing,
749,Purchasing & Sourcing - management rules,
750,Purchases / Sales,
751,Purchasing and sourcing,
752,Tax excl. purchase,
753,Purchase period,
754,purchases,
755,Purchases (101),
756,Purchases in euros,
757,Procurement and sourcing,
758,Purchases not liable to VAT,
759,Purchases on period,
760,Purchased/ Sold by multiples of,
761,Purchased in multiples of,
762,Purchased/multiple of,
763,buyer,
764,deposit,
765,Deposit / Payment,
766,Due deposit,
767,Customer deposit,
768,Deposit in currency,
769,Supplier deposit,
770,Deposit paid,
771,deposit/paymt,
772,gained,
773,acquisition,
774,Gift certificate acquisition,
775,Acquisition of gift certificate,
776,Gift certificate acquisition - sales condition,
777,Acquisition of loyalty gift certificate,
778,Acquisition for program change,
779,Customer's birthday acquisition,
780,Welcome acquisition,
781,Loyalty acquisition,
782,Loyalty acquisition at the 1st use of the loyalty card,
783,Loyalty acquisition at the customer's birthday,
784,Loyalty acquisition on program change,
785,Loyalty acquisition on program change,
786,Loyalty acquisition on sales receipt,
787,Loyalty acquisition on sales receipt lines,
788,Page acquisition,
789,image acquisition,
790,Acquisition of gift certificate,
791,Acquisition of loyalty gift certificate,
792,Acquisition of gift card,
793,Fingerprint acquisition,
794,participant,
795,Participant of the list,
796,participants,
797,Participant of gift lists,
798,active,
799,active,
800,action,
801,Action: install version associated with this CPTX (%2:s),
802,Action: integrate this CPTX (%1:s),
803,Action <> %0:s,
804,Action to perform,
805,Closure action,
806,Account posting action,
807,Action for document recovery,
808,Action finished,
809,Action not possible in creation mode,
810,Illegal action,
811,Action linked to the item,
812,Action on line,
813,Action not supported by CGIMode,
814,Compulsory action when creating a proposal,
815,Freight document consolidation action,
816,Action for non duplicable document,
817,Action for non modifiable document,
818,Action making doc. non modifiable,
819,Action making document non duplicable,
820,Action making document non modifiable,
821,Action making documents non modifiable,
822,Action on document consolidation,
823,action/method,
824,action=modification,
825,actions,
826,Additional actions,
827,Special order actions,
828,Actions since,
829,Actions on calls,
830,Other actions,
831,Actions done after renewal,
832,Line actions,
833,Soap actions,
834,SQL actions,
835,Actions on alert,
836,Actions on taxation,
837,Actions on items,
838,Actions on customers,
839,Actions on lines,
840,Actions on salespeople,
841,Actions used in alerts,
842,activation,
843,Activation / deactivation of the advanced selection of items concerned by the purge,
844,Activation / deactivation of the purge of newly created items,
845,Activation of a prepaid card,
846,Card activation,
847,Activation of gift list management in subsidiaries,
848,Activation of invoice total discount,
849,"Activation of element ""%0:s""",
850,Activating OLE links,
851,Activation of modules,
852,Activation of US fiscal representations,
853,Activate tracing,
854,Activate tracing for plug-in,
855,Activate item cache,
856,Activating folder %0:s,
857,Activation of the automatic price list generation module,
858,Activation of the consigned item management module,
859,Activation not possible: supplier code has more than 5 characters,
860,Activation not possible: description has more than 5 characters for first dimension,
861,Activation not possible: there are masks with more than 3 dimensions,
862,Activation not possible: first dimension (size) has more than 20 values,
863,active,
864,activated,
865,Activate condition 1,
866,Activate condition 2,
867,Enables the manual entry of cards,
868,Activate this presentation by loading the filter,
869,Activate management of forecasted schedule,
870,Activate visa management,
871,Activate clock-in/clock-out management,
872,Activate management of multiple entities,
873,Activate price modification,
874,Activate time input,
875,Activate the task bar,
876,Activate the slide-show,
877,Enable shop-in-shop mode,
878,Activate debug mode of the EPT,
879,Enable settings for complex script languages,
880,Activate the selected tasks,
881,"Activate ""Desktop publishing"" for this report",
882,Activate rolling period - calculation,
883,enabled,
884,activity,
885,Tax refund activity,
886,External activity,
887,Internal activity,
888,Personal activity,
889,refresh,
890,Update data,
891,Update prices,
892,Update cost price,
893,Refresh selling prices,
894,Internat. customizations for store,
895,Int'l customization of documents,
896,International customization,
897,International customizations,
898,International customizations for store,
899,Add Child - Adds a child node,
900,Add Sibling - Adds a sibling node,
901,administrator,
902,administration,
903,Administration (106),
904,Company Management,
905,Addr France,
906,address,
907,Address 1,
908,Billing address 1,
909,Workshop address 1,
910,Delivery address 1,
911,Warehouse address 1,
912,Document address 1,
913,Address 1 for beneficiary,
914,Store address 1,
915,Recipient store - address 1,
916,Address 2,
917,Billing address 2,
918,Workshop address 2,
919,Delivery address 2,
920,Warehouse address 2,
921,Document address 2,
922,Address 2 for beneficiary,
923,Store address 2,
924,Recipient store - address 2,
925,Address 3,
926,Billing address 3,
927,Workshop address 3,
928,Delivery address 4,
929,Warehouse address 3,
930,Store address 3,
931,Order address,
932,Billing Address,
933,Delivery Address,
934,Workshop delivery address,
935,Delivery address for quotations,
936,Delivery/taxation address,
937,E-mail address,
938,Reference address,
939,Payment Address,
940,Address of owner,
941,Customer Address,
942,Customer's address is mandatory,
943,Link address,
944,Server address,
945,Application server address,
946,FTP server address,
947,POP3 server address,
948,SMTP server address,
949,Web service address,
950,Recipient e-mail address,
951,Sender e-mail address,
952,E-mail address,
953,E-mail address,
954,%0:s incorrect e-mail address,
955,%0:s incorrect e-mail address: %1s,
956,%0:s non verified e-mail address: %1s,
957,E-mail address 1,
958,E-mail address 2,
959,Warehouse E-MAIL address,
960,EDI Station E-mail address,
961,"E-mail address, MS Outlook account or Notes",
962,Billing address,
963,IP address,
964,Address linked to a third-party address,
965,Address line 1,
966,Address line 2,
967,Address line 3,
968,Delivery Address,
969,Local address,
970,Local address 1,
971,Local address 2,
972,Local address 3,
973,Local address is mandatory,
974,E-mail address,
975,SMTP e-mail address for sending documents,
976,SMTP e-mail address for mail alerts,
977,E-mail address,
978,E-mail address 1,
979,E-mail address 2,
980,Postal address,
981,Pop3 server address,
982,SMTP server address,
983,SMTP address for sending documents,
984,Third-party address,
985,Checked address,
986,addresses,
987,Customer addresses,
988,Delivery and billing addresses,
989,E-mail addresses,
990,Billing addresses,
991,Delivery addresses,
992,E-mail addresses,
993,airport,
994,Destination airport,
995,Departure airport,
996,business item,
997,business items,
998,Assign a receipt to a tax refund,
999,Assign receipts to a tax refund,
1000,allocation,
1001,Allocation to line (automatic),
1002,Assignment to a call-back list,
1003,Allocation to receipt,
1004,Automatic allocation of card number,
1005,Allocation in the stores of use,
1006,Assignment date 1,
1007,Assignment date 2,
1008,Assignment date 3,
1009,Order allocation finished,
1010,Template curve allocation in the inventory records,
1011,Allocation of multiple receipts to a tax refund,
1012,Resource allocation,
1013,Allocation of receipts to a tax refund,
1014,Deposit and payment allocation,
1015,Allocate gift certificates and gift cards,
1016,Order Allocation,
1017,Account allocation,
1018,Order line allocation,
1019,Allocation of min and max inventory,
1020,Allocation of values,
1021,Allocation of sales of,
1022,Customer assignment,
1023,Assignment of customer [%s],
1024,Allocate item criteria,
1025,Allocate assortment criterion to items,
1026,Allocate store criteria,
1027,Allocation of the default warehouse,
1028,Remainder allocation,
1029,Allocation of receipt %s to tax refund %s,
1030,Assignment of salesperson,
1031,Item allocation,
1032,Allocation of a customized fiscal counter,
1033,Allocating a store to an exception group,
1034,Allocation of a receipt to a tax refund,
1035,Allocate a supplier catalog reference,
1036,Allocation in progress,
1037,Customer store allocation,
1038,Automatic formula assignment,
1039,Global allocation,
1040,Manual order allocation,
1041,Allocation - amount 1,
1042,Allocation - amount 2,
1043,Allocation - amount 3,
1044,Serial number allocation,
1045,Business dashboard allocation,
1046,"Allocation finished with ERROR, %d / %d documents not updated. Please review event log",
1047,Allocation finished. %d documents updated. Please apply criteria,
1048,Allocation/reallocation of gift certificates/cards,
1049,allocations,
1050,Commercial management assignments,
1051,allocated,
1052,Allocate the quantities automatically for the line,
1053,Allocate the quantities automatically for the document,
1054,allocated,
1055,allocate,
1056,Allocate base,
1057,Allocate order,
1058,Allocate curve to items,
1059,Allocate line,
1060,Allocate selection,
1061,Allocate identical dimensions,
1062,Allocate remainders,
1063,Allocate serial no.,
1064,Allocate all,
1065,display,
1066,Display alerts when connecting,
1067,Advanced display of dimensions,
1068,Display columns in replenishments,
1069,Display date / time,
1070,Display caption column,
1071,Configuration display,
1072,Display of the sales condition screen,
1073,Display attendance,
1074,Display caption,
1075,Display list,
1076,Display of the return period,
1077,Display picture,
1078,Display internal reference,
1079,Ribbonbar display,
1080,Display screen,
1081,Display time,
1082,Display of time with scrolling message,
1083,Display objective,
1084,Display user actions upon entering the application,
1085,Display of replenishment aggregates,
1086,Display items with proposal,
1087,Display missing items,
1088,Display checkboxes,
1089,Display of the characteristics,
1090,Display fields,
1091,Display of totals,
1092,Display of Web reservation requests,
1093,Display duplicates,
1094,Display rights,
1095,Display of reports,
1096,Cascade windows,
1097,Display formulae,
1098,Display alerts or indicators when connecting,
1099,Display descriptions,
1100,Display amounts in foreign currency,
1101,Display names,
